impact_id,label,timestamp_us,odr_hz,fs_g,pretrigger_recorded,stage1_count,stage2_count,peak_mag_mg,peak_dev_mg,rms_dev_mg,decay_ms,band_0,band_1,band_2,band_3
102,eraser_top,785703071,1660,8,128,1024,1024,11736.70703125,9731.013671875,1697.4959716796875,11.445783615112305,10299300864.0,620487040.0,643268096.0,2006074624.0
103,eraser_top,790599946,1660,8,128,1024,1024,13011.4541015625,11006.2568359375,1633.4244384765625,1.2048193216323853,8789424128.0,2620305152.0,1825180288.0,410515360.0
104,eraser_top,795245120,1660,8,128,1024,1024,13418.99609375,11413.697265625,1073.0836181640625,33.73493957519531,3140303616.0,2345003520.0,465512864.0,35959020.0
105,eraser_top,799896822,1660,8,128,1024,1024,13838.1435546875,11832.8955078125,2092.482421875,4.819277286529541,2913378816.0,159579376.0,392877312.0,405611712.0
106,eraser_top,804287307,1660,8,128,1024,1024,12082.431640625,10077.0390625,1614.854736328125,4.216867446899414,15847454720.0,2209447168.0,1157777664.0,961472512.0
107,eraser_top,808204635,1660,8,128,1024,1024,12735.314453125,10730.0498046875,1894.7586669921875,41.56626510620117,2982205440.0,2351942656.0,318234688.0,409446784.0
108,eraser_top,812792716,1660,8,128,1024,1024,12350.583984375,10345.224609375,1597.1820068359375,10.24096393585205,6042684928.0,2673874688.0,1324952832.0,114230328.0
109,eraser_top,817548088,1660,8,128,1024,1024,11730.173828125,9725.171875,1675.41796875,1.2048193216323853,260581360.0,1846503296.0,2401043456.0,86503328.0
110,eraser_top,822039401,1660,8,128,1024,1024,11990.4638671875,9985.53125,1778.4517822265625,0.6024096608161926,2166629376.0,4469901824.0,1136784896.0,1183772544.0
111,eraser_top,826469193,1660,8,128,1024,1024,9954.9033203125,7949.91162109375,1396.9259033203125,14.457832336425781,1603618176.0,1010686464.0,26214600.0,159346992.0
112,eraser_top,832261434,1660,8,128,1024,1024,9161.4091796875,7156.3115234375,1333.6427001953125,1.8072290420532227,14155414528.0,270776704.0,1082397440.0,1034198528.0
114,eraser_top,842167323,1660,8,128,1024,1024,11109.916015625,9104.3984375,1336.950439453125,9.036145210266113,1108185856.0,2588488960.0,94191752.0,256682240.0
115,eraser_top,846472115,1660,8,128,1024,1024,13199.111328125,11194.33203125,1890.1688232421875,4.216867446899414,4553133056.0,299864448.0,306137568.0,214241936.0
116,eraser_top,851060863,1660,8,128,1024,1024,10193.748046875,8190.05322265625,1393.9151611328125,12.650603294372559,157975568.0,3006992128.0,1540945536.0,199549456.0
117,eraser_top,855495652,1660,8,128,1024,1024,11059.9228515625,9054.8759765625,1735.712646484375,22.28915786743164,2672422656.0,1287130880.0,131353480.0,706376960.0
118,eraser_top,859999666,1660,8,128,1024,1024,10351.8759765625,8346.318359375,1263.3511962890625,7.831325531005859,27287724032.0,820001216.0,1254296064.0,91408592.0
120,eraser_top,869100377,1660,8,128,1024,1024,10101.376953125,8095.67919921875,1167.0223388671875,1.2048193216323853,518850816.0,670585408.0,971596608.0,61568384.0
121,eraser_top,873810218,1660,8,128,1024,1024,11762.7998046875,9757.7607421875,1708.483154296875,11.445783615112305,5731020288.0,3981185024.0,2673113344.0,662917632.0
122,eraser_top,878090971,1660,8,128,1024,1024,12839.154296875,10833.80859375,1998.7950439453125,6.024096488952637,1576727424.0,2083370496.0,685985152.0,2126465024.0
123,eraser_top,882773041,1660,8,128,1024,1024,10601.8818359375,8596.556640625,1463.044189453125,4.216867446899414,1087851648.0,286652832.0,730945856.0,715470016.0
124,eraser_top,887011845,1660,8,128,1024,1024,11427.3828125,9422.169921875,1615.9833984375,21.686748504638672,395616672.0,770576320.0,399200864.0,244405776.0
125,eraser_top,891352782,1660,8,128,1024,1024,10903.150390625,8897.806640625,1866.93798828125,4.819277286529541,7629333504.0,2477108992.0,478502528.0,821051456.0
126,eraser_top,896018596,1660,8,128,1024,1024,8829.9765625,6824.48486328125,1307.7095947265625,12.048192977905273,1105021696.0,146296720.0,1184449024.0,6528613.5
127,eraser_top,900391831,1660,8,128,1024,1024,11614.4814453125,9609.556640625,1676.858642578125,7.831325531005859,330771200.0,659639040.0,785190848.0,1306592640.0
129,eraser_top,909547534,1660,8,128,1024,1024,9627.3876953125,7622.45703125,1540.51220703125,14.457832336425781,1096236416.0,1255336704.0,1213660928.0,475447104.0
131,eraser_top,917423646,1660,8,128,1024,1024,11295.2890625,9290.1220703125,1482.968505859375,17.469881057739258,1751389184.0,4707608064.0,471037920.0,438155424.0
132,eraser_top,921707107,1660,8,128,1024,1024,10185.2314453125,8180.43798828125,1511.288818359375,7.228916168212891,18661955584.0,3554130432.0,1156519424.0,468275520.0
134,eraser_top,929760398,1660,8,128,1024,1024,9931.095703125,7926.0556640625,1562.741455078125,3.6144580841064453,1610824960.0,5844198400.0,252455680.0,171864864.0
136,eraser_top,938202844,1660,8,128,1024,1024,13033.2822265625,11028.0107421875,1664.0252685546875,12.048192977905273,2541957120.0,2785066496.0,1019995904.0,69455448.0
137,eraser_top,942592696,1660,8,128,1024,1024,11017.3291015625,9011.2880859375,1480.0975341796875,7.228916168212891,4881567232.0,3553755136.0,809510464.0,11237926.0
