impact_id,label,timestamp_us,odr_hz,fs_g,pretrigger_recorded,stage1_count,stage2_count,peak_mag_mg,peak_dev_mg,rms_dev_mg,decay_ms,band_0,band_1,band_2,band_3
70,screw,836050206,1660,8,128,1024,1024,9785.0146484375,7778.05908203125,680.9544677734375,1.2048193216323853,326901792.0,175190080.0,217040032.0,2054454912.0
72,screw,845745293,1660,8,128,1024,1024,9349.669921875,7343.513671875,799.683837890625,2.4096386432647705,215096208.0,620984320.0,93067008.0,141655184.0
74,screw,855641246,1660,8,128,1024,1024,10715.0986328125,8706.916015625,842.745361328125,6.626506328582764,1691420544.0,232783312.0,385097248.0,200314496.0
76,screw,867458616,1660,8,128,1024,1024,10005.3095703125,7999.916015625,738.3904418945312,0.6024096608161926,349233152.0,120074336.0,982000000.0,196370336.0
77,screw,872192118,1660,8,128,1024,1024,8710.8955078125,6706.201171875,640.0438842773438,5.421687126159668,15467428.0,338022240.0,37920776.0,453335872.0
79,screw,882522524,1660,8,128,1024,1024,8644.2255859375,6638.0244140625,490.0489196777344,0.6024096608161926,116596536.0,1991925.75,25909874.0,589996032.0
80,screw,890976009,1660,8,128,1024,1024,9074.9609375,7067.775390625,559.2246704101562,0.6024096608161926,184841776.0,168990768.0,53485452.0,723567296.0
81,screw,897007680,1660,8,128,1024,1024,9088.8388671875,7082.2001953125,600.7422485351562,3.6144580841064453,206835200.0,97414736.0,17885946.0,26174168.0
83,screw,908283728,1660,8,128,1024,1024,10954.013671875,8943.3720703125,937.0995483398438,3.0120482444763184,2372047616.0,514429248.0,275155456.0,754401280.0
84,screw,914325463,1660,8,128,1024,1024,8672.626953125,6662.16015625,632.8657836914062,4.819277286529541,88368784.0,112683168.0,39413040.0,257900432.0
85,screw,920045252,1660,8,128,1024,1024,13813.1337890625,11808.326171875,852.2327270507812,2.4096386432647705,454690944.0,109297656.0,371126336.0,318006240.0
87,screw,925818714,1660,8,128,1024,1024,12804.3603515625,10794.7373046875,764.7431030273438,5.421687126159668,291935072.0,95950304.0,14297529.0,928832960.0
90,screw,944170230,1660,8,128,1024,1024,11388.6767578125,9383.9267578125,743.024658203125,0.6024096608161926,136588320.0,65199184.0,150161456.0,87221168.0
92,screw,956206359,1660,8,128,1024,1024,9949.828125,7944.3564453125,556.04150390625,4.819277286529541,80069040.0,44325848.0,492564352.0,132118488.0
93,screw,961411234,1660,8,128,1024,1024,9036.4267578125,7031.4423828125,864.8832397460938,0.6024096608161926,653463936.0,533788256.0,62758428.0,620202816.0
94,screw,966456543,1660,8,128,1024,1024,9597.51953125,7588.4404296875,736.2595825195312,1.8072290420532227,1250928512.0,264408256.0,277622976.0,148240384.0
95,screw,972501117,1660,8,128,1024,1024,13609.04296875,11601.8828125,889.1780395507812,0.6024096608161926,112732104.0,629848768.0,248284448.0,1078306816.0
96,screw,978544386,1660,8,128,1024,1024,7001.048828125,4993.90478515625,506.6964111328125,3.6144580841064453,537945728.0,15296184.0,110765896.0,58890040.0
97,screw,984986980,1660,8,128,1024,1024,11324.01171875,9314.720703125,726.2186889648438,3.6144580841064453,545281664.0,346081600.0,416558240.0,741492608.0
98,screw,991390794,1660,8,128,1024,1024,8694.19921875,6689.3857421875,742.401611328125,5.421687126159668,258061392.0,35305816.0,228128992.0,249792704.0
99,screw,1017142336,1660,8,128,1024,1024,10344.2138671875,8336.6142578125,787.0352783203125,4.216867446899414,42071096.0,253808928.0,41736600.0,1825660672.0
100,screw,1032346828,1660,8,128,1024,1024,9316.685546875,7311.27783203125,661.0818481445312,0.6024096608161926,654945792.0,433762624.0,45347472.0,743525568.0
101,screw,1040168098,1660,8,128,1024,1024,10845.193359375,8840.654296875,845.2158203125,1.2048193216323853,58559028.0,206978192.0,974000192.0,31588026.0
102,screw,1049526006,1660,8,128,1024,1024,9397.82421875,7390.9013671875,757.0672607421875,0.6024096608161926,1247528704.0,610234688.0,8591228.0,1480978048.0
103,screw,1080384671,1660,8,128,1024,1024,13304.1513671875,11295.943359375,824.7821044921875,2.4096386432647705,318468096.0,134378496.0,464483776.0,563173056.0
104,screw,1088125769,1660,8,128,1024,1024,11749.7412109375,9739.9794921875,758.4837646484375,1.8072290420532227,1541772288.0,738247040.0,30934518.0,184253648.0
105,screw,1093385763,1660,8,128,1024,1024,8711.9091796875,6704.279296875,631.5048217773438,7.228916168212891,594290880.0,775445376.0,357986304.0,44120108.0
